OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
BLUEWALKER-3,2022-111AL,2026-08-16T00:07:18.905088,15.38930785,.00064361,53.2282,112.9956,21.2436,338.8835,0,U,53807,999,21941,.10998711E-3,.3906E-4,0
